tic_id,obj_name,period_days,t0_bjd,depth_ppm,sde,status
1001649418141450,1SWASP J001649.41-814145.0,0.997839978399784,2453866.718287037,2383004.9706593063,31.232919796028288,Unvetted Candidate
1001700918326225,1SWASP J001700.91-832622.5,0.5177451774517745,2453866.9520277777,3879005.9830174185,15.046687416284929,Unvetted Candidate
1001708158310509,1SWASP J001708.15-831050.9,0.9976449764497647,2453866.778391204,1419409.1142604619,15.110416752342518,Unvetted Candidate
1001717318156222,1SWASP J001717.31-815622.2,1.060630606306063,2453867.691298611,1194586.80539819,11.416301085051622,Unvetted Candidate
1001729068359267,1SWASP J001729.06-835926.7,0.5060450604506045,2453866.6844040137,6406362.038300082,41.04147456577238,Unvetted Candidate
1001735608229431,1SWASP J001735.60-822943.1,0.9980349803498035,2453866.729344907,1539388.6196894532,16.5880212570058,Unvetted Candidate
1001736478206446,1SWASP J001736.47-820644.6,0.514040140401404,2453866.708310185,3511624.5858080275,98.65205785321122,Unvetted Candidate
1001739348357358,1SWASP J001739.34-835735.8,0.5099450994509945,2453867.1504490743,1133681.4641267762,12.209719789993995,Unvetted Candidate
1001740978252478,1SWASP J001740.97-825247.8,0.5298352983529835,2453866.7183680558,5402502.846573479,262.6833330651108,Unvetted Candidate
1001748208349483,1SWASP J001748.20-834948.3,0.5302253022530226,2453867.1744374996,1621608.3937412174,14.46287580458584,Unvetted Candidate
1001753238237503,1SWASP J001753.23-823750.3,0.514040140401404,2453866.708356481,21611621.387698956,3970.0285215445992,Unvetted Candidate
1001757318347042,1SWASP J001757.31-834704.2,0.514040140401404,2453866.7084374996,9289391.794252293,560.9031993962919,Unvetted Candidate
1001816748225181,1SWASP J001816.74-822518.1,0.514040140401404,2453866.708333333,3390888.4969649515,97.73406079021842,Unvetted Candidate
1001818738249559,1SWASP J001818.73-824955.9,0.997839978399784,2453866.7523680557,959350.5388334892,8.283181107240955,Unvetted Candidate
